Word	Match	Lexicality	Old20	Old20_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
:s:l:Q:S	sl5l	N	1.7	0.25	3/5	-1	2	_s[l5]lQ
:s:l:Q:S	slES	N	1.7	0.25	4/5	4	6	_s[lE]SI
:$::g:@:n	$grQ	N	2.55	0.8	2/3	8	22	__[gr]Qn
:$::g:@:n	$gr1	N	1.95	0.2	2/3	8	13	__[gr]1_
:$::g:@:n	$glQ	N	2.4	0.65	2/3	-16	29	__[gl]Qn
:m:#::_:Q:N	m#_VN	N	2.7	0.0	6/7	-1	1	_m#[_V]N_
:m:#::_:Q:N	m#_is	N	2.7	0.0	5/7	6	15	_m#_[is]_
:m:#::_:Q:N	m#_{N	N	2.7	0.0	6/7	5	6	_m#_[{N]_
:h:Q:m::b:3:g	hQmb3_	N	2.85	0.05	7/8	2	2	_hQmb[3_]I
:h:Q:m::b:3:g	hQmb3v	N	2.9	0.1	7/8	2	4	_hQmb[3v]_
:h:Q:m::b:3:g	hQmbQ_	N	2.85	0.05	3/4	-2	4	_hQm[bQ]_I
:n:I::g:P	nIzQ	N	2.0	0.45	2/3	-16	42	_nIz[Q]
:n:I::g:P	nIzP	N	1.45	-0.1	5/6	12	14	_nI[z]P_
:n:I::g:P	nIz{	N	2.0	0.45	2/3	-19	33	_nIz[{]
:@::k:j:u:z	@kjul	N	1.9	0.2	6/7	-5	5	_@kj[ul]
:@::k:j:u:z	@kjuk	N	1.9	0.2	6/7	-8	15	_@kj[uk]_
:@::k:j:u:z	@prQl	N	2.0	0.3	3/7	-16	48	_@p[rQ]l
:h:V::r:I	h3dI	N	1.65	0.35	2/3	-46	131	_h3[dI]_
:h:V::r:I	h3nI	N	1.8	0.5	2/3	-44	87	_[h3]nI_
:h:V::r:I	h3rI	N	1.7	0.4	5/6	-44	50	_[h3]rI_
:@::k:j:u:t	@prQt	N	2.0	0.2	4/7	-16	42	_@p[rQ]t_
:@::k:j:u:t	@kt{t	N	2.4	0.6	5/7	-13	33	_@k[t{]t_
:@::k:j:u:t	@kt3t	N	2.15	0.35	5/7	-12	13	_@[kt]3t_
:$::t:@:m	$t@t	N	1.95	0.2	5/6	-3	4	__t[@t]5
:$::t:@:m	$ts{	N	2.55	0.8	2/3	-7	10	__[ts]{l
:$::t:@:m	$tsV	N	2.55	0.8	2/3	-7	7	__[ts]Vn
:$::g:@:R	$gl{	N	2.5	0.85	2/3	-16	39	__[gl]{n
:$::g:@:R	$fl1	N	1.95	0.3	1/2	31	88	__[f]l1_
:$::g:@:R	$fl{	N	2.15	0.5	1/2	31	66	__[f]l{n
:d:Q:l::m:E:n	dQlfEn	N	2.8	0.0	7/8	7	8	_dQl[fE]n_
:d:Q:l::m:E:n	d2lfEn	N	2.9	0.1	3/4	16	36	_[d2]lfEn_
:d:Q:l::m:E:n	d2lmEn	N	2.85	0.05	7/8	16	28	_[d2]lmEn_
:k:w:I::b:P	kwIbr	N	2.2	0.3	6/7	-4	6	_kwI[br]@
:k:w:I::b:P	kwIb{	N	2.1	0.2	6/7	6	8	_kwI[b{]
:k:w:I::b:P	kwIbu	N	2.15	0.25	6/7	-28	42	_kwI[bu]
:p:i::t:@:R	p2t@R	N	1.3	0.15	6/7	-48	67	_p[2]t@R_
:p:i::t:@:R	p2t@n	N	1.85	0.7	5/7	-169	334	_p2t[@n]
:p:i::t:@:R	p2st@	N	1.9	0.75	3/7	253	768	_p2[s]t@R
:p:I::s:t:P	pIst{	N	1.9	0.05	6/7	18	20	_pIs[t{]
:p:I::s:t:P	pIstu	N	1.9	0.05	6/7	-27	41	_pIs[tu]
:p:I::s:t:P	pIsts	N	1.8	-0.05	6/7	-24	47	_pIs[ts]t
:h:#::h:#	h#hI	N	1.8	-0.05	5/6	-2	4	_h#[hI]f
:h:#::h:#	h#hi	N	1.95	0.1	5/6	-1	1	_h#h[if]
:h:#::h:#	h#h2	N	1.95	0.1	5/6	-2	4	_h#[h2]v
:b:r:#:n:J	br#n1	N	1.95	0.25	5/6	1	1	_br#n[1l]
:b:r:#:n:J	br#s1	N	2.0	0.3	2/3	-1	2	_br#[s1]l
:b:r:#:n:J	br#sQ	N	2.1	0.4	2/3	-2	2	_br#s[Qm]
:g:E::t:5	gEtH	N	1.9	0.15	5/6	-11	18	_gEt[H_]
:g:E::t:5	gEts	N	1.75	0.0	5/6	-14	22	_gE[ts]_
:g:E::t:5	gEtj	N	1.9	0.15	5/6	16	18	_gE[tj]@
:f:7:R	fun	N	1.0	0.05	1/2	3	6	_[fu]nt
:f:7:R	f8n	N	1.4	0.45	1/2	-16	16	_f[8n]t
:f:7:R	f8z	N	1.4	0.45	1/2	-15	15	_f[8z]_
:s:p:E:k::t:@::k:P	spEkt@kI	N	3.0	0.25	10/11	-4	6	_spEkt@k[IN]
:s:p:E:k::t:@::k:P	spEdt@kP	N	3.35	0.6	10/11	12	13	_spE[d]t@kP_
:s:p:E:k::t:@::k:P	spEdt@kI	N	3.55	0.8	9/11	12	24	_spE[d]t@kIk
:l:@::m:E:n:t	l@mpIt	N	2.35	0.35	3/4	-54	116	_l@m[pI]t_
:l:@::m:E:n:t	l@d{nI	N	3.0	1.0	5/8	-124	384	_l@d[{n]I
:l:@::m:E:n:t	l@d{nt	N	2.85	0.85	3/4	-124	283	_l@d[{n]t_
:d:{::z:P	d{zQ	N	1.95	0.3	5/6	-16	28	_d{z[Q]
:d:{::z:P	d{gQ	N	2.0	0.35	2/3	-16	43	_d{g[Q]
:d:{::z:P	d{gP	N	1.6	-0.05	5/6	-12	14	_d{[g]P_
:p:V:m:p::k:I:n	pVmpmIn	N	2.85	0.1	8/9	-10	18	_pVmp[mI]n_
:p:V:m:p::k:I:n	pVmpmIS	N	2.9	0.15	7/9	-14	45	_pVmpm[IS]H
:p:V:m:p::k:I:n	pVmpkIS	N	2.75	0.0	8/9	-14	27	_pVmpk[IS]H
:f:7:s	f8$	N	1.85	0.3	1/2	6	8	_f8[_]
:f:7:s	f6$	N	1.85	0.3	1/2	7	17	_f[6_]
:f:7:s	f7l	N	1.25	-0.3	3/4	-8	8	_f7[lI]
:p:r:Q::m:I:s	prQfIs	N	1.95	0.0	7/8	-30	31	_prQ[fI]s_
:p:r:Q::m:I:s	pr@fIs	N	2.0	0.05	3/4	-51	102	_p[r@]fIs_
:p:r:Q::m:I:s	pr@mIs	N	2.05	0.1	7/8	-51	71	_p[r@]mIs_
:t:{::m:@::r:I:s:k	t{m@rIsH	N	3.2	0.2	10/11	16	23	_t{m@rI[sH]_
:t:{::m:@::r:I:s:k	t{m@rIs1	N	3.3	0.3	10/11	10	16	_t{m@rIs[1]
:t:{::m:@::r:I:s:k	t{m@rIsl	N	3.15	0.15	10/11	-10	13	_t{m@rI[sl]@
:b:r:U:k	br8d	N	1.65	0.05	3/5	-7	11	_b[r8]d_
:b:r:U:k	br8s	N	1.9	0.3	3/5	-7	9	_b[r8]s
:b:r:U:k	br8z	N	1.8	0.2	3/5	-22	29	_br8[zI]
:s:m:{:k	s1ks	N	1.65	0.25	2/5	14	28	_s[1k]s@
:s:m:{:k	s$mp	N	1.95	0.55	2/5	-15	40	_[s_]mpI
:s:m:{:k	s$ks	N	1.75	0.35	2/5	-15	41	_[s_]ks@
:s:m:{:S	smul	N	1.6	0.0	3/5	-1	1	_s[mu]lQ
:s:m:{:S	smut	N	1.55	-0.05	3/5	-1	2	_s[mu]t1
:s:m:{:S	sm5n	N	1.85	0.25	3/5	1	3	_s[m5]n{
:k:Q::k:@::t:u	kQk@tV	N	2.75	0.05	8/9	-1	2	_kQk@[tV]
:k:Q::k:@::t:u	kQk@t8	N	2.75	0.05	8/9	-3	5	_kQk@t[8R]
:k:Q::k:@::t:u	kQk@tw	N	2.75	0.05	8/9	-6	7	_kQk@t[wI]
:t:j:u::b:@	tjubr	N	2.55	0.55	6/7	-62	118	_tju[br]9
:t:j:u::b:@	tjub{	N	2.55	0.55	6/7	-52	68	_tju[b{]k
:t:j:u::b:@	tjubl	N	2.1	0.1	6/7	-58	77	_tju[bl]2
:p:{:J	p{s	N	1.0	0.05	3/4	-3	3	_p{[sk]
:p:{:J	p{b	N	1.15	0.2	3/4	-11	17	_p[{b]_
:p:{:J	p{S	N	1.0	0.05	3/4	-10	15	_p{[S_]
:S:r:2:v	Sr2l	N	1.75	0.15	4/5	-2	2	_Sr[2l]i
:S:r:2:v	Sr2z	N	1.65	0.05	4/5	2	3	_Sr[2z]3
:S:r:2:v	Sr5l	N	1.7	0.1	3/5	4	7	_S[r5]li
:p:{:N	p{m	N	1.0	-0.1	3/4	5	9	_p{[m@]
:p:{:N	p@m	N	1.85	0.75	1/2	-30	70	_[p@]mI
:p:{:N	plV	N	1.5	0.4	1/2	-32	62	_[pl]Vl
:p:r:2:z	pr2b	N	1.6	0.25	4/5	-4	5	_pr[2b]@
:p:r:2:z	pr5p	N	1.45	0.1	3/5	-8	15	_pr5[p]
:p:r:2:z	pr2k	N	1.55	0.2	4/5	-7	10	_pr2[kr]
:h:I::p:5	hInE	N	1.9	0.15	2/3	7	13	_hIn[Ek]
:h:I::p:5	hInu	N	1.9	0.15	2/3	-15	22	_hI[nu]
:h:I::p:5	hIps	N	1.75	0.0	5/6	-11	19	_hI[ps]_
:l:{::r:I:N:k:s	l{nINIt	N	3.0	0.35	2/3	-27	88	_l{nINI[tI]
:l:{::r:I:N:k:s	l{nINkt	N	2.95	0.3	7/9	-27	69	_l{nINk[tI]
:l:{::r:I:N:k:s	l{nINks	N	2.75	0.1	8/9	-20	37	_l{[nI]Nks_
:l:6::@:R	lU@R	N	1.75	0.5	5/6	-9	12	_[lU]@R_
:l:6::@:R	l6@n	N	1.85	0.6	5/6	-30	54	_l6@[n_]
:l:6::@:R	l7@n	N	1.9	0.65	2/3	32	96	_l[7]@n_
:S:r:2:k	Sr5v	N	1.75	0.05	3/5	4	9	_S[r5]vI
:S:r:2:k	Sr5s	N	1.95	0.25	3/5	4	9	_S[r5]s
:S:r:2:k	Sr2s	N	1.65	-0.05	4/5	4	6	_Sr[2s]
:r:V:m::p:@:s	rQmp@s	N	2.15	0.3	7/8	-29	57	_[rQ]mp@s_
:r:V:m::p:@:s	b$lpl@	N	3.0	1.15	3/8	60	249	_[b]_lpl@
:r:V:m::p:@:s	b$lpEs	N	2.95	1.1	1/2	-64	285	_b_l[pE]s_
:j:$:R	j5z	N	1.5	0.55	1/2	1	1	_j[5z]_
:j:$:R	j#k	N	1.3	0.35	1/2	3	7	_j[#k]s
:j:$:R	jik	N	1.35	0.4	1/2	4	9	_j[ik]s
:j:$:l	jIk	N	1.15	0.15	1/2	8	16	_j[Ik]_
:j:$:l	jQk	N	1.15	0.15	1/2	-7	12	_j[Qk]_
:j:$:l	jEd	N	1.2	0.2	1/2	-11	24	_j[Ed]_
:j:$:n	j{l	N	1.45	0.5	1/2	8	11	_j[{l]_
:j:$:n	j1l	N	1.0	0.05	1/2	-7	13	_[j1]l_
:j:$:n	jVb	N	1.45	0.5	1/2	-13	22	_jV[b]
:t:r:{:N::k:w:I:l	tr{NkwIz	N	3.1	0.25	9/10	2	3	_tr{Nkw[Iz]_
:t:r:{:N::k:w:I:l	tr{NmEp1	N	3.85	1.0	3/5	8	24	_tr{N[m]Ep1t
:t:r:{:N::k:w:I:l	tr{NmEdr	N	4.15	1.3	3/5	8	25	_tr{N[m]Edr@
:{:k::s:@::l:Q::t:P	{ks@lQt1	N	3.8	0.1	11/12	9	12	_{ks@lQ[t1]
:{:k::s:@::l:Q::t:P	{ms@lQtP	N	3.8	0.1	11/12	-11	18	_{[m]s@lQtP_
:{:k::s:@::l:Q::t:P	{ms@lQt1	N	3.85	0.15	5/6	-11	30	_{[m]s@lQt1
:p:{:k	plV	N	1.5	0.55	1/2	-32	63	_[pl]V
:p:{:k	p{m	N	1.0	0.05	3/4	-43	80	_p[{m]_
:p:{:k	pIm	N	1.0	0.05	1/2	-62	149	_[pI]m_
:s:3::k:P	s3ks	N	1.6	0.0	5/6	-16	22	_s3[ks]t
:s:3::k:P	s3k{	N	1.85	0.25	5/6	-19	23	_s3k[{]
:s:3::k:P	s3kE	N	1.85	0.25	5/6	49	81	_s3k[E]
:p:{:n	p@n	N	1.4	0.45	3/4	55	85	_p[@n]_
:p:{:n	pl{	N	1.55	0.6	1/2	-57	119	_p[l{]n
:p:{:n	pQn	N	1.0	0.05	3/4	-85	202	_pQ[nI]
:p:{:l	p{g	N	1.0	0.05	3/4	-26	29	_p[{g]
:p:{:l	p@b	N	1.95	1.0	1/2	-31	71	_p[@b]
:p:{:l	p{b	N	1.15	0.2	3/4	-63	73	_p[{b]
:p:{:p	p@m	N	1.85	0.9	1/2	-30	55	_[p@]m_
:p:{:p	p@b	N	1.95	1.0	1/2	-30	79	_[p@]b
:p:{:p	pl$	N	1.45	0.5	1/2	-32	44	_[pl]_
:p:{:t	p{v	N	1.35	0.4	3/4	-30	40	_p[{v]@
:p:{:t	p{b	N	1.15	0.2	3/4	-31	52	_p{[b]
:p:{:t	p{g	N	1.0	0.05	3/4	-18	34	_p{[g]
:s:3::k:@	s1k@	N	1.9	0.15	5/6	-53	139	_s1k[@z]
:s:3::k:@	s$k@	N	1.9	0.15	5/6	-53	123	_s_k[@z]
:s:3::k:@	s#k@	N	1.8	0.05	5/6	-113	247	_s[#]k@z
:I:n::f:3::n:5	Inf3ni	N	2.45	0.1	8/9	-5	9	_Inf3[ni]
:I:n::f:3::n:5	Inf2n5	N	2.7	0.35	8/9	8	11	_Inf[2]n5_
:I:n::f:3::n:5	Inf2ni	N	2.8	0.45	7/9	8	20	_Inf[2]ni
:k:Q:n::s:@:t	kQns$R	N	2.35	0.5	3/4	-29	35	_kQns_[R_]
:k:Q:n::s:@:t	kQnsVt	N	2.15	0.3	7/8	-104	118	_kQn[sV]t_
:k:Q:n::s:@:t	kQnsVs	N	2.55	0.7	3/4	-104	212	_kQn[sV]s_
:s:@:k::s:i:d	s@ks2d	N	2.45	-0.05	7/8	-7	14	_s@k[s2]d_
:s:@:k::s:i:d	s@ks1d	N	2.8	0.3	7/8	-9	17	_s@k[s1]d_
:s:@:k::s:i:d	s@ks3d	N	2.7	0.2	7/8	-13	15	_s@k[s3]d_
:k:r:@::v:{:t	kr@vVt	N	2.85	0.2	7/8	-2	4	_kr@[vV]t_
:k:r:@::v:{:t	kr@v$t	N	2.75	0.1	7/8	2	2	_kr@[v_]t_
:k:r:@::v:{:t	kr@vHt	N	2.8	0.15	7/8	3	3	_kr@v[Ht]_
:k:Q:n::s:@:l	kQns$l	N	2.45	0.25	7/8	-21	26	_kQns[_l]_
:k:Q:n::s:@:l	kQns$s	N	2.4	0.2	3/4	-38	69	_kQns[_s]t
:k:Q:n::s:@:l	kQns$k	N	2.6	0.4	3/4	-40	66	_kQns[_k]_
:k:Q::m:I:t	kQdIn	N	1.9	0.3	5/7	102	274	_kQ[d]In_
:k:Q::m:I:t	kQdIl	N	2.0	0.4	5/7	-114	334	_kQd[Il]I
:k:Q::m:I:t	kQdIt	N	1.85	0.25	6/7	102	171	_kQ[d]It_
:_:I::r:#:f	_IrVt	N	2.55	-0.05	5/7	2	3	__I[rV]tE
:_:I::r:#:f	_Ir#$	N	2.75	0.15	6/7	2	3	__Ir#[_d]
:_:I::r:#:f	_Ir#m	N	2.6	0.0	6/7	2	4	__Ir[#m]{
:k:{:n::d:P	k{nk{	N	2.2	0.75	5/7	7	15	_k{n[k]{
:k:{:n::d:P	k{nkP	N	1.85	0.4	6/7	7	13	_k{n[k]P_
:k:{:n::d:P	k{nks	N	2.0	0.55	5/7	14	33	_k{nk[s]
:w:U:l	wUk	N	1.2	0.05	3/4	-9	12	_w[Uk]_
:w:U:l	{kV	N	1.9	0.75	1/4	-17	34	_{[kV]
:w:U:l	{k1	N	1.75	0.6	1/4	31	67	_{k[1]
:_:u:l	_un	N	1.15	0.0	3/4	3	5	__u[n_]
:_:u:l	_uk	N	1.7	0.55	3/4	-15	18	__[uk]_
:_:u:l	_uv	N	1.7	0.55	3/4	-16	27	__[uv]@
:v:u::d:u	vud2	N	2.15	0.3	5/6	-1	2	_vu[d2]n
:v:u::d:u	vudQ	N	2.25	0.4	5/6	3	4	_vud[Qn]
:v:u::d:u	vud{	N	2.25	0.4	5/6	-6	7	_vud[{k]
:t:i::p:i	tip{	N	1.95	0.1	5/6	2	4	_ti[p{]l
:t:i::p:i	tin1	N	1.85	0.0	2/3	-4	9	_ti[n1]n
:t:i::p:i	tin2	N	1.9	0.05	2/3	4	7	_tin[2t]
:d:r:1	dr5	N	1.25	0.0	3/4	-16	23	_d[r5]l
:d:r:1	dr@	N	1.75	0.5	3/4	32	46	_d[r@]_
:d:r:1	dru	N	1.35	0.1	3/4	-33	38	_d[ru]l
:d:r:2	dr5	N	1.25	-0.15	3/4	4	7	_d[r5]t
:d:r:2	dru	N	1.35	-0.05	3/4	-13	22	_d[ru]l
:d:r:2	drV	N	1.65	0.25	3/4	-20	22	_d[rV]l
:Q:f:t	Qpt	N	1.8	0.25	3/4	-2	2	_[Qp]t_
:Q:f:t	Qnt	N	1.65	0.1	3/4	4	7	_[Qn]t_
:Q:f:t	Qkt	N	1.8	0.25	3/4	3	5	_[Qk]t_
:b:r:E:s:t	brElI	N	1.85	0.25	2/3	-15	28	_brEl[In]
:b:r:E:s:t	brQst	N	1.9	0.3	5/6	9	15	_b[rQ]st_
:b:r:E:s:t	brilI	N	1.8	0.2	1/2	26	68	_b[ri]lIn
:d:r:$	dr6	N	1.5	-0.1	3/4	5	7	_d[r6]l
:d:r:$	dr#	N	1.75	0.15	3/4	-13	16	_d[r#]l
:d:r:$	dit	N	1.0	-0.6	1/2	-27	51	_d[it]s
:s:m:2:l	smEf	N	1.95	0.3	3/5	2	4	_smE[f_]
:s:m:2:l	smpt	N	1.85	0.2	3/5	2	6	_s[mp]tE
:s:m:2:l	sm#l	N	1.7	0.05	4/5	-1	2	_s[m#]l_
:S:r:I:l	SrIk	N	1.55	0.0	4/5	-4	7	_SrI[kQ]
:S:r:I:l	SrIp	N	1.65	0.1	4/5	-6	6	_Sr[Ip]l
:S:r:I:l	SrIf	N	1.8	0.25	4/5	-14	22	_Sr[If]@
:w:2::@:R	w2@n	N	1.7	0.55	5/6	-30	54	_w2@[n_]
:w:2::@:R	n2@n	N	1.8	0.65	2/3	-30	87	_n2@[n_]
:w:2::@:R	n2@R	N	1.3	0.15	5/6	-23	33	_[n]2@R_
:s:p:j:u:m	spVdw	N	2.25	0.4	1/2	2	5	_s[pV]dwE
:s:p:j:u:m	spjuf	N	1.85	0.0	5/6	-2	3	_spju[f_]
:s:p:j:u:m	spjus	N	1.8	-0.05	5/6	1	2	_spj[us]2
:j:Q:n	j@n	N	1.6	0.35	3/4	20	29	_j[@n]_
:j:Q:n	T@n	N	1.75	0.5	1/2	21	62	_[T]@nd
:j:Q:n	TQn	N	1.45	0.2	3/4	21	30	_[T]Qn_
:f:I:b	fIJ	N	1.0	-0.15	3/4	8	14	_f[IJ]_
:f:I:b	f$J	N	1.2	0.05	1/2	-6	14	_f_[J_]
:f:I:b	f$p	N	1.25	0.1	1/2	-14	25	_f_[pr]
:p:6:n:s	p6n{	N	1.9	0.2	4/5	-29	46	_p6n[{]
:p:6:n:s	p6n5	N	1.9	0.2	4/5	-28	41	_p6[n5]
:p:6:n:s	p6nz	N	1.75	0.05	4/5	-18	32	_p6n[zI]
:l:#:n:s	l$sp	N	1.95	0.2	2/5	-7	15	_[l_]spr
:l:#:n:s	l#sk	N	1.6	-0.15	3/5	14	31	_l#[sk]_
:l:#:n:s	l#sp	N	1.7	-0.05	3/5	14	28	_l#s[pI]
:j:Q:b	j5n	N	1.05	-0.15	1/2	-2	3	_[j5]nI
:j:Q:b	j$d	N	1.2	0.0	1/2	-4	10	_j[_d]I
:j:Q:b	j5m	N	1.45	0.25	1/2	-3	6	_j[5m]p
:f:Q:k:s	f@mp	N	2.0	0.7	2/5	14	42	_f@m[pI]
:f:Q:k:s	f1sk	N	1.9	0.6	2/5	-32	82	_f[1s]kI
:f:Q:k:s	f1ld	N	1.65	0.35	2/5	-19	40	_f[1l]d_
:p:6:n:d	p2nd	N	1.3	-0.05	4/5	-64	151	_p[2n]d@
:p:6:n:d	p2p$	N	1.8	0.45	2/5	-123	305	_p[2p]_
:p:6:n:d	p2pI	N	1.65	0.3	2/5	-125	392	_p2p[IN]
:j:Q:t	j$t	N	1.1	-0.05	3/4	-2	3	_[j_]t_
:j:Q:t	jIt	N	1.05	-0.1	3/4	-7	11	_[jI]t_
:j:Q:t	j#t	N	1.25	0.1	3/4	-9	12	_j[#t]_
:{:l::b:i::n:5	{lbini	N	3.05	0.3	8/9	-5	9	_{lbi[ni]
:{:l::b:i::n:5	wUbin5	N	2.9	0.15	7/9	7	9	_[wU]bin5_
:{:l::b:i::n:5	wUbini	N	3.3	0.55	2/3	7	18	_[wU]bini
:Q:m::n:I::b:@:s	5knIb@s	N	3.4	0.45	4/5	-11	31	_[5]knIb@s_
:Q:m::n:I::b:@:s	5mnIb@s	N	3.25	0.3	9/10	-11	20	_[5]mnIb@s_
:{::s:E:t	{sEm	N	1.95	0.1	5/6	3	5	_{s[Em]@
:{::s:E:t	{spt	N	1.85	0.0	5/6	6	8	_{[sp]t_
:{::s:E:t	{sEp	N	1.9	0.05	5/6	7	12	_{s[Ep]@
:f:j:9:l	fVNz	N	1.9	0.0	2/5	-8	19	_fVN[z]
:f:j:9:l	fVbE	N	2.0	0.1	2/5	6	15	_[fV]bEn
:f:j:9:l	fVbz	N	1.9	0.0	2/5	-8	17	_fVb[z]
:s:$::b:1	s$bU	N	1.95	0.05	5/6	-3	5	_s_[bU]
:s:$::b:1	s$bz	N	1.95	0.05	5/6	-8	10	_s_[bz]I
:s:$::b:1	s$bu	N	1.95	0.05	5/6	-15	18	_s_b[u_]
:g:V:l:S	gVln	N	1.7	0.05	4/5	-1	2	_gV[ln]{
:g:V:l:S	gVl3	N	1.75	0.1	4/5	3	5	_gV[l3]
:g:V:l:S	gVlv	N	1.7	0.05	4/5	4	7	_gV[lv]P
:s:t:{:n::d:@:d	st{nrEd	N	2.9	0.6	7/9	-5	13	_st{n[r]Ed_
:s:t:{:n::d:@:d	st{ndId	N	2.3	0.0	8/9	-15	25	_st{n[dI]d_
:s:t:{:n::d:@:d	st{nr1d	N	2.9	0.6	7/9	-11	22	_st{nr[1d]_
:2::t:@:m	2t@t	N	1.95	0.15	5/6	-3	4	_2t[@t]5
:2::t:@:m	2ts{	N	2.3	0.5	2/3	-7	10	_2[ts]{l
:2::t:@:m	2tsl	N	2.0	0.2	2/3	-7	14	_2[ts]l5
:l:j:u:d	ljus	N	1.7	0.05	4/5	-6	8	_lj[us]
:l:j:u:d	ljup	N	1.8	0.15	4/5	6	9	_lju[pI]
:l:j:u:d	ljuv	N	1.9	0.25	4/5	-14	21	_lj[uv]I
:_:2:b	_1b	N	1.5	-0.2	3/4	-1	1	__[1b]_
:_:2:b	_$f	N	1.85	0.15	1/2	-1	3	_[__]f_
:_:2:b	_$b	N	1.6	-0.1	3/4	-1	2	_[__]b_
:g:V:l:f	gVlk	N	1.55	-0.1	4/5	-6	7	_gVl[kQ]
:g:V:l:f	gVlz	N	1.75	0.1	4/5	8	12	_gVl[z@]
:g:V:l:f	g{md	N	1.75	0.1	2/5	15	42	_[g{]mdP
:t:w:I:s:t	t$lst	N	2.0	0.3	2/3	-10	15	_t_[ls]t_
:t:w:I:s:t	t1nst	N	1.9	0.2	2/3	19	29	_t1[ns]t_
:t:w:I:s:t	t1lst	N	1.95	0.25	2/3	-29	43	_t[1l]st_
:1::$::t:@	i$t@	N	1.95	0.05	6/7	3	3	_[i]_t@_
:1::$::t:@	iJt@	N	2.35	0.45	5/7	-55	117	_iJt[@k]
:1::$::t:@	iSt@	N	2.4	0.5	5/7	-60	84	_i[S]t@_
:_:2:v	_1v	N	1.3	-0.25	3/4	-2	2	__[1v]_
:_:2:v	_$m	N	1.4	-0.15	1/2	-1	2	_[__]mI
:_:2:v	_1f	N	1.6	0.05	1/2	-4	8	__[1f]t
:g:V:l:p	gVl{	N	1.75	0.1	4/5	3	6	_gV[l{]
:g:V:l:p	gVlz	N	1.75	0.1	4/5	8	15	_gVl[zI]
:g:V:l:p	g{mQ	N	1.85	0.2	2/5	15	28	_[g{]mQ
:t:I:N::k:P	tINk{	N	1.95	0.3	6/7	2	2	_tINk[{]
:t:I:N::k:P	tINkt	N	1.95	0.3	6/7	-8	12	_tINk[t@]
:t:I:N::k:P	tINdP	N	1.9	0.25	6/7	-7	13	_tIN[d]P_
:p:V::s:t:j:u:l	pVstjUd	N	3.3	0.3	7/9	-7	12	_pVst[jU]d@
:p:V::s:t:j:u:l	pVstjUn	N	3.35	0.35	7/9	-8	22	_pVstj[Un]
:p:V::s:t:j:u:l	pVstjud	N	2.85	-0.15	8/9	-5	6	_pVstju[d@]
:g:{::l:7:n	g{l#n	N	2.05	0.2	6/7	8	9	_g{l[#n]_
:g:{::l:7:n	g{l4n	N	2.05	0.2	6/7	-14	24	_g{[l4]n_
:g:{::l:7:n	g{l3n	N	2.2	0.35	6/7	-15	21	_g{[l3]n_
:_:V:m::b:P	_Vmbr	N	2.25	0.7	6/7	-4	6	__Vm[br]@
:_:V:m::b:P	_Vmb{	N	2.2	0.65	6/7	6	8	__Vm[b{]
:_:V:m::b:P	_{mbu	N	2.1	0.55	5/7	-28	72	__{m[bu]
:g:1:_	g1f	N	1.35	0.2	3/4	2	3	_g[1f]t
:g:1:_	g#p	N	1.5	0.35	1/2	-3	5	_[g#]pI
:g:1:_	g#T	N	1.6	0.45	1/2	-4	10	_g#[T_]
:p:l:{:n::t:I:n	pl{ntIS	N	2.3	-0.05	8/9	-14	27	_pl{nt[IS]H
:p:l:{:n::t:I:n	pl{ntIk	N	2.1	-0.25	8/9	-29	57	_pl{ntI[k_]
:p:l:{:n::t:I:n	pl{ntIl	N	2.4	0.05	8/9	-30	43	_pl{nt[Il]@
:b:{:N	b{m	N	1.0	0.0	3/4	5	9	_b{[m@]
:b:{:N	blI	N	1.05	0.05	1/2	7	13	_bl[Il]
:b:{:N	blV	N	1.65	0.65	1/2	12	20	_b[lV]d
:g:1:n	gIk	N	1.15	0.2	1/2	-6	8	_gI[k_]
:g:1:n	gQk	N	1.1	0.15	1/2	-16	35	_g[Qk]_
:g:1:n	g2n	N	1.0	0.05	3/4	-22	54	_g[2n]d
:g:1:m	g#s	N	1.35	0.4	1/2	-4	8	_g#[s_]
:g:1:m	g5s	N	1.4	0.45	1/2	-4	11	_[g5]s_
:g:1:m	gQp	N	1.0	0.05	1/2	13	13	_[gQ]p_
:g:1:l	g$n	N	1.0	0.05	1/2	-8	14	_[g_]n_
:g:1:l	g2n	N	1.0	0.05	1/2	-19	48	_[g2]nd
:g:1:l	g2t	N	1.0	0.05	1/2	21	53	_g2[t_]
:m:I::n:@::r:E:t	mIn@r2t	N	2.75	0.15	9/10	-8	10	_mIn@[r2]t_
:m:I::n:@::r:E:t	mIn@r5t	N	2.85	0.25	9/10	-14	21	_mIn@r[5t]_
:m:I::n:@::r:E:t	mIn@r{t	N	2.8	0.2	9/10	-13	17	_mIn@r[{t]_
:p:r:I::z:H	prI@p	N	1.95	0.05	5/7	8	11	_prI@[pI]
:p:r:I::z:H	prIzj	N	1.95	0.05	6/7	-8	16	_prI[zj]9
:p:r:I::z:H	prI@z	N	2.0	0.1	5/7	-13	24	_prI@[zI]
:h:7::r:5	h8r5	N	1.8	0.05	5/6	14	21	_h[8]r5_
:h:7::r:5	h8nj	N	2.0	0.25	1/2	-19	59	_h8[nj]@
:h:7::r:5	h8n$	N	2.0	0.25	1/2	-26	76	_h8[n_]
